Input voltage [V]    Input voltage [V]     Output Voltage [V]    Maximum error [V]   Maximum error [V]   Maximum error [V]
  Wavetek 9100        Agilent 34410A         Agilent 3458A         Wavetek 9100       Agilent 34410A      Agilent 3458A 
 54.65000000         54.65024890             3.393172e-01          2.816000e-02       6.279015e-02        4.375221e-05
 54.67500000         54.67540300             3.394733e-01          2.817000e-02       6.280524e-02        4.376313e-05
 54.70000000         54.70045540             3.396291e-01          2.818000e-02       6.282027e-02        4.377403e-05
 54.72500000         54.72669230             3.397939e-01          2.819000e-02       6.283602e-02        4.378557e-05
 54.75000000         54.75068350             3.399382e-01          2.820000e-02       6.285041e-02        4.379567e-05
 54.77500000         54.77552000             3.400988e-01          2.821000e-02       6.286531e-02        4.380692e-05
 54.80000000         54.80049940             3.402504e-01          2.822000e-02       6.288030e-02        4.381753e-05
 54.82500000         54.82610100             3.404083e-01          2.823000e-02       6.289566e-02        4.382858e-05
 54.85000000         54.85066970             3.405598e-01          2.824000e-02       6.291040e-02        4.383919e-05
 54.87500000         54.87615820             3.407128e-01          2.825000e-02       6.292569e-02        4.384989e-05
 54.90000000         54.90122600             3.408766e-01          2.826000e-02       6.294074e-02        4.386136e-05
 54.92500000         54.92547890             3.410207e-01          2.827000e-02       6.295529e-02        4.387145e-05
 54.95000000         54.95035960             3.411832e-01          2.828000e-02       6.297022e-02        4.388282e-05
 54.97500000         54.97523210             3.413354e-01          2.829000e-02       6.298514e-02        4.389348e-05
 55.00000000         55.00082880             3.414967e-01          2.830000e-02       6.300050e-02        4.390477e-05
 55.02500000         55.02529070             3.416482e-01          2.831000e-02       6.301517e-02        4.391537e-05
 55.05000000         55.05020600             3.418021e-01          2.832000e-02       6.303012e-02        4.392614e-05
 55.07500000         55.07563900             3.419595e-01          2.833000e-02       6.304538e-02        4.393716e-05
 55.10000000         55.10052140             3.421134e-01          2.834000e-02       6.306031e-02        4.394794e-05
 55.12500000         55.12529880             3.422691e-01          2.835000e-02       6.307518e-02        4.395884e-05
 55.15000000         55.15076220             3.424245e-01          2.836000e-02       6.309046e-02        4.396971e-05
 55.17500000         55.17574040             3.425848e-01          2.837000e-02       6.310544e-02        4.398093e-05
 55.20000000         55.20108600             3.427345e-01          2.838000e-02       6.312065e-02        4.399142e-05
 55.22500000         55.22562250             3.428865e-01          2.839000e-02       6.313537e-02        4.400206e-05
 55.25000000         55.25016180             3.430408e-01          2.840000e-02       6.315010e-02        4.401285e-05
 55.27500000         55.27574440             3.432059e-01          2.841000e-02       6.316545e-02        4.402441e-05
 55.30000000         55.30112320             3.433577e-01          2.842000e-02       6.318067e-02        4.403504e-05
 55.32500000         55.32618710             3.435115e-01          2.843000e-02       6.319571e-02        4.404581e-05
 55.35000000         55.35118150             3.436712e-01          2.844000e-02       6.321071e-02        4.405699e-05
 55.37500000         55.37590470             3.438256e-01          2.845000e-02       6.322554e-02        4.406779e-05
 55.40000000         55.40140140             3.439794e-01          2.846000e-02       6.324084e-02        4.407856e-05
 55.42500000         55.42597700             3.441313e-01          2.847000e-02       6.325559e-02        4.408919e-05
 55.45000000         55.45115820             3.442893e-01          2.848000e-02       6.327069e-02        4.410025e-05
 55.47500000         55.47564470             3.444415e-01          2.849000e-02       6.328539e-02        4.411091e-05
 55.50000000         55.50087480             3.446053e-01          2.850000e-02       6.330052e-02        4.412237e-05
 55.52500000         55.52496820             3.447473e-01          2.851000e-02       6.331498e-02        4.413231e-05
 55.55000000         55.54987350             3.449033e-01          2.852000e-02       6.332992e-02        4.414323e-05
 55.57500000         55.57564890             3.450609e-01          2.853000e-02       6.334539e-02        4.415426e-05
 55.60000000         55.60075720             3.452215e-01          2.854000e-02       6.336045e-02        4.416550e-05
 55.62500000         55.62579170             3.453770e-01          2.855000e-02       6.337548e-02        4.417639e-05
 55.65000000         55.65063740             3.455273e-01          2.856000e-02       6.339038e-02        4.418691e-05
 55.67500000         55.67561790             3.456832e-01          2.857000e-02       6.340537e-02        4.419782e-05
 55.70000000         55.70062940             3.458404e-01          2.858000e-02       6.342038e-02        4.420883e-05
 55.72500000         55.72621630             3.460036e-01          2.859000e-02       6.343573e-02        4.422025e-05
 55.75000000         55.75096000             3.461556e-01          2.860000e-02       6.345058e-02        4.423089e-05
 55.77500000         55.77626770             3.463041e-01          2.861000e-02       6.346576e-02        4.424129e-05
 55.80000000         55.80020870             3.464597e-01          2.862000e-02       6.348013e-02        4.425218e-05
 55.82500000         55.82553380             3.466157e-01          2.863000e-02       6.349532e-02        4.426310e-05
 55.85000000         55.85088580             3.467746e-01          2.864000e-02       6.351053e-02        4.427422e-05
 55.87500000         55.87540130             3.469276e-01          2.865000e-02       6.352524e-02        4.428493e-05
 55.90000000         55.90028490             3.470809e-01          2.866000e-02       6.354017e-02        4.429566e-05
 55.92500000         55.92505040             3.472369e-01          2.867000e-02       6.355503e-02        4.430658e-05
 55.95000000         55.95028770             3.473939e-01          2.868000e-02       6.357017e-02        4.431757e-05
 55.97500000         55.97512280             3.475498e-01          2.869000e-02       6.358507e-02        4.432848e-05
 56.00000000         56.00096110             3.477077e-01          2.870000e-02       6.360058e-02        4.433954e-05
 56.02500000         56.02494660             3.478544e-01          2.871000e-02       6.361497e-02        4.434981e-05
 56.05000000         56.05046390             3.480154e-01          2.872000e-02       6.363028e-02        4.436108e-05
 56.07500000         56.07431050             3.481673e-01          2.873000e-02       6.364459e-02        4.437171e-05
 56.10000000         56.10019400             3.483210e-01          2.874000e-02       6.366012e-02        4.438247e-05
 56.12500000         56.12493850             3.484780e-01          2.875000e-02       6.367496e-02        4.439346e-05
 56.15000000         56.15071200             3.486450e-01          2.876000e-02       6.369043e-02        4.440515e-05
 56.17500000         56.17547460             3.487894e-01          2.877000e-02       6.370528e-02        4.441526e-05
 56.20000000         56.20038070             3.489433e-01          2.878000e-02       6.372023e-02        4.442603e-05
 56.22500000         56.22562080             3.490972e-01          2.879000e-02       6.373537e-02        4.443680e-05
 56.25000000         56.25039370             3.492583e-01          2.880000e-02       6.375024e-02        4.444808e-05
 56.27500000         56.27549910             3.494198e-01          2.881000e-02       6.376530e-02        4.445938e-05
 56.30000000         56.30070120             3.495643e-01          2.882000e-02       6.378042e-02        4.446950e-05
 56.32500000         56.32564290             3.497241e-01          2.883000e-02       6.379539e-02        4.448069e-05
 56.35000000         56.35104350             3.498814e-01          2.884000e-02       6.381063e-02        4.449170e-05
 56.37500000         56.37520880             3.500343e-01          2.885000e-02       6.382513e-02        4.450240e-05
 56.40000000         56.40034290             3.501888e-01          2.886000e-02       6.384021e-02        4.451321e-05
